,country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
758,Argentina,1999,male,35-54 years,545.0,4045105.0,13.47,Argentina1999,,"2,83,52,30,00,000",8546,Boomers
759,Argentina,1999,male,15-24 years,355.0,3279728.0,10.82,Argentina1999,,"2,83,52,30,00,000",8546,Generation X
760,Argentina,1999,male,25-34 years,265.0,2543861.0,10.42,Argentina1999,,"2,83,52,30,00,000",8546,Generation X
761,Argentina,1999,female,55-74 years,137.0,2727054.0,5.02,Argentina1999,,"2,83,52,30,00,000",8546,Silent
762,Argentina,1999,female,75+ years,44.0,912898.0,4.82,Argentina1999,,"2,83,52,30,00,000",8546,G.I. Generation
763,Argentina,1999,female,35-54 years,141.0,4200203.0,3.36,Argentina1999,,"2,83,52,30,00,000",8546,Boomers
764,Argentina,1999,female,15-24 years,101.0,3229424.0,3.13,Argentina1999,,"2,83,52,30,00,000",8546,Generation X
765,Argentina,1999,female,25-34 years,50.0,2559176.0,1.95,Argentina1999,,"2,83,52,30,00,000",8546,Generation X
766,Argentina,1999,male,5-14 years,21.0,3482230.0,0.6,Argentina1999,,"2,83,52,30,00,000",8546,Millenials
767,Argentina,1999,female,5-14 years,20.0,3377543.0,0.59,Argentina1999,,"2,83,52,30,00,000",8546,Millenials
768,Argentina,2000,male,75+ years,232.0,525161.0,44.18,Argentina2000,0.762,"2,84,20,37,50,000",8462,G.I. Generation
769,Argentina,2000,male,55-74 years,602.0,2333377.0,25.8,Argentina2000,0.762,"2,84,20,37,50,000",8462,Silent
770,Argentina,2000,male,35-54 years,578.0,4096814.0,14.11,Argentina2000,0.762,"2,84,20,37,50,000",8462,Boomers
771,Argentina,2000,male,15-24 years,463.0,3306109.0,14.0,Argentina2000,0.762,"2,84,20,37,50,000",8462,Generation X
772,Argentina,2000,male,25-34 years,331.0,2602314.0,12.72,Argentina2000,0.762,"2,84,20,37,50,000",8462,Generation X
773,Argentina,2000,female,55-74 years,133.0,2760512.0,4.82,Argentina2000,0.762,"2,84,20,37,50,000",8462,Silent
774,Argentina,2000,female,75+ years,43.0,941957.0,4.56,Argentina2000,0.762,"2,84,20,37,50,000",8462,G.I. Generation
775,Argentina,2000,female,35-54 years,174.0,4253771.0,4.09,Argentina2000,0.762,"2,84,20,37,50,000",8462,Boomers
776,Argentina,2000,female,15-24 years,116.0,3249247.0,3.57,Argentina2000,0.762,"2,84,20,37,50,000",8462,Generation X
777,Argentina,2000,female,25-34 years,63.0,2617723.0,2.41,Argentina2000,0.762,"2,84,20,37,50,000",8462,Generation X
778,Argentina,2000,female,5-14 years,21.0,3396135.0,0.62,Argentina2000,0.762,"2,84,20,37,50,000",8462,Millenials
779,Argentina,2000,male,5-14 years,18.0,3502413.0,0.51,Argentina2000,0.762,"2,84,20,37,50,000",8462,Millenials
780,Argentina,2001,male,75+ years,250.0,547473.0,45.66,Argentina2001,,"2,68,69,67,50,000",7900,Silent
781,Argentina,2001,male,55-74 years,659.0,2358654.0,27.94,Argentina2001,,"2,68,69,67,50,000",7900,Silent
782,Argentina,2001,male,15-24 years,518.0,3325440.0,15.58,Argentina2001,,"2,68,69,67,50,000",7900,Millenials
783,Argentina,2001,male,35-54 years,625.0,4145861.0,15.08,Argentina2001,,"2,68,69,67,50,000",7900,Boomers
784,Argentina,2001,male,25-34 years,375.0,2675285.0,14.02,Argentina2001,,"2,68,69,67,50,000",7900,Generation X
785,Argentina,2001,female,75+ years,57.0,978346.0,5.83,Argentina2001,,"2,68,69,67,50,000",7900,Silent
786,Argentina,2001,female,15-24 years,166.0,3262682.0,5.09,Argentina2001,,"2,68,69,67,50,000",7900,Millenials
787,Argentina,2001,female,55-74 years,137.0,2788628.0,4.91,Argentina2001,,"2,68,69,67,50,000",7900,Silent
788,Argentina,2001,female,35-54 years,210.0,4306817.0,4.88,Argentina2001,,"2,68,69,67,50,000",7900,Boomers
789,Argentina,2001,female,25-34 years,82.0,2690206.0,3.05,Argentina2001,,"2,68,69,67,50,000",7900,Generation X
790,Argentina,2001,male,5-14 years,29.0,3519935.0,0.82,Argentina2001,,"2,68,69,67,50,000",7900,Millenials
791,Argentina,2001,female,5-14 years,24.0,3411619.0,0.7,Argentina2001,,"2,68,69,67,50,000",7900,Millenials
792,Argentina,2002,male,75+ years,234.0,566447.0,41.31,Argentina2002,,"97,72,40,04,252",2840,Silent
793,Argentina,2002,male,55-74 years,615.0,2387478.0,25.76,Argentina2002,,"97,72,40,04,252",2840,Silent
794,Argentina,2002,male,15-24 years,542.0,3331708.0,16.27,Argentina2002,,"97,72,40,04,252",2840,Millenials
795,Argentina,2002,male,25-34 years,412.0,2758283.0,14.94,Argentina2002,,"97,72,40,04,252",2840,Generation X
796,Argentina,2002,male,35-54 years,619.0,4191889.0,14.77,Argentina2002,,"97,72,40,04,252",2840,Boomers
797,Argentina,2002,female,55-74 years,179.0,2819507.0,6.35,Argentina2002,,"97,72,40,04,252",2840,Silent
798,Argentina,2002,female,75+ years,58.0,1012399.0,5.73,Argentina2002,,"97,72,40,04,252",2840,Silent
799,Argentina,2002,female,15-24 years,158.0,3263542.0,4.84,Argentina2002,,"97,72,40,04,252",2840,Millenials
800,Argentina,2002,female,35-54 years,194.0,4355651.0,4.45,Argentina2002,,"97,72,40,04,252",2840,Boomers
801,Argentina,2002,female,25-34 years,91.0,2772560.0,3.28,Argentina2002,,"97,72,40,04,252",2840,Generation X
802,Argentina,2002,male,5-14 years,37.0,3529201.0,1.05,Argentina2002,,"97,72,40,04,252",2840,Millenials
803,Argentina,2002,female,5-14 years,23.0,3418842.0,0.67,Argentina2002,,"97,72,40,04,252",2840,Millenials
804,Argentina,2003,male,75+ years,272.0,581842.0,46.75,Argentina2003,,"1,27,58,69,73,492",3668,Silent
805,Argentina,2003,male,55-74 years,577.0,2420864.0,23.83,Argentina2003,,"1,27,58,69,73,492",3668,Silent
806,Argentina,2003,male,15-24 years,638.0,3331226.0,19.15,Argentina2003,,"1,27,58,69,73,492",3668,Millenials
807,Argentina,2003,male,25-34 years,456.0,2845955.0,16.02,Argentina2003,,"1,27,58,69,73,492",3668,Generation X
808,Argentina,2003,male,35-54 years,625.0,4237124.0,14.75,Argentina2003,,"1,27,58,69,73,492",3668,Boomers
809,Argentina,2003,female,75+ years,68.0,1044188.0,6.51,Argentina2003,,"1,27,58,69,73,492",3668,Silent
810,Argentina,2003,female,15-24 years,179.0,3258029.0,5.49,Argentina2003,,"1,27,58,69,73,492",3668,Millenials
811,Argentina,2003,female,55-74 years,147.0,2854473.0,5.15,Argentina2003,,"1,27,58,69,73,492",3668,Silent
812,Argentina,2003,female,35-54 years,196.0,4402438.0,4.45,Argentina2003,,"1,27,58,69,73,492",3668,Boomers
813,Argentina,2003,female,25-34 years,69.0,2859003.0,2.41,Argentina2003,,"1,27,58,69,73,492",3668,Generation X
814,Argentina,2003,male,5-14 years,37.0,3531507.0,1.05,Argentina2003,,"1,27,58,69,73,492",3668,Millenials
815,Argentina,2003,female,5-14 years,25.0,3419258.0,0.73,Argentina2003,,"1,27,58,69,73,492",3668,Millenials
816,Argentina,2004,male,75+ years,227.0,593409.0,38.25,Argentina2004,,"1,64,65,79,30,453",4683,Silent
817,Argentina,2004,male,55-74 years,500.0,2459960.0,20.33,Argentina2004,,"1,64,65,79,30,453",4683,Silent
818,Argentina,2004,male,15-24 years,653.0,3333328.0,19.59,Argentina2004,,"1,64,65,79,30,453",4683,Millenials
819,Argentina,2004,male,25-34 years,445.0,2930079.0,15.19,Argentina2004,,"1,64,65,79,30,453",4683,Generation X
820,Argentina,2004,male,35-54 years,599.0,4284709.0,13.98,Argentina2004,,"1,64,65,79,30,453",4683,Boomers
821,Argentina,2004,female,15-24 years,159.0,3255244.0,4.88,Argentina2004,,"1,64,65,79,30,453",4683,Millenials
822,Argentina,2004,female,55-74 years,136.0,2895423.0,4.7,Argentina2004,,"1,64,65,79,30,453",4683,Silent
823,Argentina,2004,female,75+ years,50.0,1073648.0,4.66,Argentina2004,,"1,64,65,79,30,453",4683,Silent
824,Argentina,2004,female,35-54 years,185.0,4450210.0,4.16,Argentina2004,,"1,64,65,79,30,453",4683,Boomers
825,Argentina,2004,female,25-34 years,99.0,2940630.0,3.37,Argentina2004,,"1,64,65,79,30,453",4683,Generation X
826,Argentina,2004,male,5-14 years,43.0,3530061.0,1.22,Argentina2004,,"1,64,65,79,30,453",4683,Millenials
827,Argentina,2004,female,5-14 years,25.0,3416244.0,0.73,Argentina2004,,"1,64,65,79,30,453",4683,Millenials
828,Argentina,2005,male,75+ years,225.0,601176.0,37.43,Argentina2005,0.775,"1,98,73,70,95,012",5590,Silent
829,Argentina,2005,male,55-74 years,489.0,2505136.0,19.52,Argentina2005,0.775,"1,98,73,70,95,012",5590,Silent
830,Argentina,2005,male,15-24 years,638.0,3343414.0,19.08,Argentina2005,0.775,"1,98,73,70,95,012",5590,Millenials
831,Argentina,2005,male,25-34 years,451.0,3004991.0,15.01,Argentina2005,0.775,"1,98,73,70,95,012",5590,Generation X
832,Argentina,2005,male,35-54 years,539.0,4336453.0,12.43,Argentina2005,0.775,"1,98,73,70,95,012",5590,Boomers
833,Argentina,2005,female,55-74 years,161.0,2943135.0,5.47,Argentina2005,0.775,"1,98,73,70,95,012",5590,Silent
834,Argentina,2005,female,75+ years,59.0,1101024.0,5.36,Argentina2005,0.775,"1,98,73,70,95,012",5590,Silent
835,Argentina,2005,female,15-24 years,148.0,3260468.0,4.54,Argentina2005,0.775,"1,98,73,70,95,012",5590,Millenials
836,Argentina,2005,female,35-54 years,171.0,4500787.0,3.8,Argentina2005,0.775,"1,98,73,70,95,012",5590,Boomers
837,Argentina,2005,female,25-34 years,104.0,3011376.0,3.45,Argentina2005,0.775,"1,98,73,70,95,012",5590,Generation X
838,Argentina,2005,male,5-14 years,52.0,3528848.0,1.47,Argentina2005,0.775,"1,98,73,70,95,012",5590,Millenials
839,Argentina,2005,female,5-14 years,21.0,3413809.0,0.62,Argentina2005,0.775,"1,98,73,70,95,012",5590,Millenials
840,Argentina,2006,male,75+ years,246.0,620010.0,39.68,Argentina2006,,"2,32,55,72,60,817",6475,Silent
841,Argentina,2006,male,15-24 years,656.0,3357424.0,19.54,Argentina2006,,"2,32,55,72,60,817",6475,Millenials
842,Argentina,2006,male,55-74 years,487.0,2540712.0,19.17,Argentina2006,,"2,32,55,72,60,817",6475,Silent
843,Argentina,2006,male,25-34 years,483.0,3068991.0,15.74,Argentina2006,,"2,32,55,72,60,817",6475,Generation X
844,Argentina,2006,male,35-54 years,585.0,4383730.0,13.34,Argentina2006,,"2,32,55,72,60,817",6475,Boomers
845,Argentina,2006,female,15-24 years,175.0,3271703.0,5.35,Argentina2006,,"2,32,55,72,60,817",6475,Millenials
846,Argentina,2006,female,55-74 years,115.0,2983954.0,3.85,Argentina2006,,"2,32,55,72,60,817",6475,Silent
847,Argentina,2006,female,35-54 years,160.0,4549471.0,3.52,Argentina2006,,"2,32,55,72,60,817",6475,Boomers
848,Argentina,2006,female,25-34 years,105.0,3070419.0,3.42,Argentina2006,,"2,32,55,72,60,817",6475,Generation X
849,Argentina,2006,female,75+ years,31.0,1132977.0,2.74,Argentina2006,,"2,32,55,72,60,817",6475,Silent
850,Argentina,2006,male,5-14 years,39.0,3527369.0,1.11,Argentina2006,,"2,32,55,72,60,817",6475,Millenials
851,Argentina,2006,female,5-14 years,26.0,3412126.0,0.76,Argentina2006,,"2,32,55,72,60,817",6475,Millenials
852,Argentina,2007,male,75+ years,225.0,634995.0,35.43,Argentina2007,,"2,87,53,05,08,431",7918,Silent
853,Argentina,2007,male,15-24 years,577.0,3381171.0,17.07,Argentina2007,,"2,87,53,05,08,431",7918,Millenials
854,Argentina,2007,male,55-74 years,438.0,2582754.0,16.96,Argentina2007,,"2,87,53,05,08,431",7918,Silent
855,Argentina,2007,male,25-34 years,490.0,3125322.0,15.68,Argentina2007,,"2,87,53,05,08,431",7918,Generation X
856,Argentina,2007,male,35-54 years,571.0,4436541.0,12.87,Argentina2007,,"2,87,53,05,08,431",7918,Boomers
857,Argentina,2007,female,15-24 years,146.0,3292790.0,4.43,Argentina2007,,"2,87,53,05,08,431",7918,Millenials
858,Argentina,2007,female,25-34 years,126.0,3120162.0,4.04,Argentina2007,,"2,87,53,05,08,431",7918,Generation X
859,Argentina,2007,female,55-74 years,108.0,3033008.0,3.56,Argentina2007,,"2,87,53,05,08,431",7918,Silent
860,Argentina,2007,female,35-54 years,155.0,4601874.0,3.37,Argentina2007,,"2,87,53,05,08,431",7918,Boomers
861,Argentina,2007,female,75+ years,31.0,1161794.0,2.67,Argentina2007,,"2,87,53,05,08,431",7918,Silent
862,Argentina,2007,male,5-14 years,45.0,3530454.0,1.27,Argentina2007,,"2,87,53,05,08,431",7918,Generation Z
863,Argentina,2007,female,5-14 years,34.0,3414627.0,1.0,Argentina2007,,"2,87,53,05,08,431",7918,Generation Z
864,Argentina,2008,male,75+ years,208.0,646185.0,32.19,Argentina2008,,"3,61,55,80,37,110",9843,Silent
865,Argentina,2008,male,15-24 years,625.0,3410092.0,18.33,Argentina2008,,"3,61,55,80,37,110",9843,Millenials
866,Argentina,2008,male,55-74 years,463.0,2630686.0,17.6,Argentina2008,,"3,61,55,80,37,110",9843,Silent
867,Argentina,2008,male,25-34 years,531.0,3172743.0,16.74,Argentina2008,,"3,61,55,80,37,110",9843,Generation X
868,Argentina,2008,male,35-54 years,582.0,4496672.0,12.94,Argentina2008,,"3,61,55,80,37,110",9843,Boomers
869,Argentina,2008,female,15-24 years,180.0,3319037.0,5.42,Argentina2008,,"3,61,55,80,37,110",9843,Millenials
870,Argentina,2008,female,35-54 years,173.0,4660022.0,3.71,Argentina2008,,"3,61,55,80,37,110",9843,Boomers
871,Argentina,2008,female,55-74 years,108.0,3088727.0,3.5,Argentina2008,,"3,61,55,80,37,110",9843,Silent
872,Argentina,2008,female,75+ years,36.0,1188016.0,3.03,Argentina2008,,"3,61,55,80,37,110",9843,Silent
873,Argentina,2008,female,25-34 years,94.0,3159967.0,2.97,Argentina2008,,"3,61,55,80,37,110",9843,Generation X
874,Argentina,2008,male,5-14 years,39.0,3539110.0,1.1,Argentina2008,,"3,61,55,80,37,110",9843,Generation Z
875,Argentina,2008,female,5-14 years,20.0,3422263.0,0.58,Argentina2008,,"3,61,55,80,37,110",9843,Generation Z
876,Argentina,2009,male,75+ years,177.0,653486.0,27.09,Argentina2009,,"3,32,97,64,84,578",8961,Silent
877,Argentina,2009,male,15-24 years,609.0,3436265.0,17.72,Argentina2009,,"3,32,97,64,84,578",8961,Millenials
878,Argentina,2009,male,55-74 years,434.0,2683502.0,16.17,Argentina2009,,"3,32,97,64,84,578",8961,Silent
879,Argentina,2009,male,25-34 years,504.0,3210244.0,15.7,Argentina2009,,"3,32,97,64,84,578",8961,Generation X
880,Argentina,2009,male,35-54 years,542.0,4566645.0,11.87,Argentina2009,,"3,32,97,64,84,578",8961,Boomers
881,Argentina,2009,female,15-24 years,164.0,3342385.0,4.91,Argentina2009,,"3,32,97,64,84,578",8961,Millenials
882,Argentina,2009,female,55-74 years,112.0,3148915.0,3.56,Argentina2009,,"3,32,97,64,84,578",8961,Silent
883,Argentina,2009,female,25-34 years,105.0,3189773.0,3.29,Argentina2009,,"3,32,97,64,84,578",8961,Generation X
884,Argentina,2009,female,35-54 years,150.0,4726814.0,3.17,Argentina2009,,"3,32,97,64,84,578",8961,Boomers
885,Argentina,2009,female,75+ years,25.0,1211934.0,2.06,Argentina2009,,"3,32,97,64,84,578",8961,Silent
886,Argentina,2009,male,5-14 years,34.0,3553154.0,0.96,Argentina2009,,"3,32,97,64,84,578",8961,Generation Z
887,Argentina,2009,female,5-14 years,28.0,3434884.0,0.82,Argentina2009,,"3,32,97,64,84,578",8961,Generation Z
888,Argentina,2010,male,75+ years,206.0,657096.0,31.35,Argentina2010,0.8109999999999999,"4,23,62,74,22,092",11273,Silent
889,Argentina,2010,male,15-24 years,683.0,3455127.0,19.77,Argentina2010,0.8109999999999999,"4,23,62,74,22,092",11273,Millenials
890,Argentina,2010,male,25-34 years,485.0,3237957.0,14.98,Argentina2010,0.8109999999999999,"4,23,62,74,22,092",11273,Generation X
891,Argentina,2010,male,55-74 years,397.0,2740656.0,14.49,Argentina2010,0.8109999999999999,"4,23,62,74,22,092",11273,Silent
892,Argentina,2010,male,35-54 years,573.0,4648068.0,12.33,Argentina2010,0.8109999999999999,"4,23,62,74,22,092",11273,Generation X
893,Argentina,2010,female,15-24 years,150.0,3358103.0,4.47,Argentina2010,0.8109999999999999,"4,23,62,74,22,092",11273,Millenials
894,Argentina,2010,female,35-54 years,162.0,4804030.0,3.37,Argentina2010,0.8109999999999999,"4,23,62,74,22,092",11273,Generation X
895,Argentina,2010,female,25-34 years,101.0,3210247.0,3.15,Argentina2010,0.8109999999999999,"4,23,62,74,22,092",11273,Generation X
896,Argentina,2010,female,55-74 years,99.0,3212253.0,3.08,Argentina2010,0.8109999999999999,"4,23,62,74,22,092",11273,Silent
897,Argentina,2010,female,75+ years,34.0,1234182.0,2.75,Argentina2010,0.8109999999999999,"4,23,62,74,22,092",11273,Silent
898,Argentina,2010,male,5-14 years,33.0,3570316.0,0.92,Argentina2010,0.8109999999999999,"4,23,62,74,22,092",11273,Generation Z
899,Argentina,2010,female,5-14 years,20.0,3450419.0,0.58,Argentina2010,0.8109999999999999,"4,23,62,74,22,092",11273,Generation Z
900,Argentina,2011,male,75+ years,178.0,674738.0,26.38,Argentina2011,0.818,"5,30,16,32,81,575",13946,Silent
901,Argentina,2011,male,15-24 years,693.0,3471151.0,19.96,Argentina2011,0.818,"5,30,16,32,81,575",13946,Millenials
902,Argentina,2011,male,25-34 years,510.0,3258804.0,15.65,Argentina2011,0.818,"5,30,16,32,81,575",13946,Millenials
903,Argentina,2011,male,55-74 years,416.0,2788575.0,14.92,Argentina2011,0.818,"5,30,16,32,81,575",13946,Boomers
904,Argentina,2011,male,35-54 years,504.0,4738525.0,10.64,Argentina2011,0.818,"5,30,16,32,81,575",13946,Generation X
905,Argentina,2011,female,15-24 years,172.0,3372659.0,5.1,Argentina2011,0.818,"5,30,16,32,81,575",13946,Millenials
906,Argentina,2011,female,35-54 years,157.0,4893085.0,3.21,Argentina2011,0.818,"5,30,16,32,81,575",13946,Generation X
907,Argentina,2011,female,25-34 years,102.0,3224774.0,3.16,Argentina2011,0.818,"5,30,16,32,81,575",13946,Millenials
908,Argentina,2011,female,55-74 years,93.0,3268753.0,2.85,Argentina2011,0.818,"5,30,16,32,81,575",13946,Boomers
909,Argentina,2011,female,75+ years,30.0,1260121.0,2.38,Argentina2011,0.818,"5,30,16,32,81,575",13946,Silent
910,Argentina,2011,female,5-14 years,29.0,3472180.0,0.84,Argentina2011,0.818,"5,30,16,32,81,575",13946,Generation Z
911,Argentina,2011,male,5-14 years,28.0,3592374.0,0.78,Argentina2011,0.818,"5,30,16,32,81,575",13946,Generation Z
912,Argentina,2012,male,75+ years,225.0,688560.0,32.68,Argentina2012,0.831,"5,45,98,23,75,701",14203,Silent
913,Argentina,2012,male,15-24 years,745.0,3480902.0,21.4,Argentina2012,0.831,"5,45,98,23,75,701",14203,Millenials
914,Argentina,2012,male,25-34 years,616.0,3268154.0,18.85,Argentina2012,0.831,"5,45,98,23,75,701",14203,Millenials
915,Argentina,2012,male,55-74 years,451.0,2839783.0,15.88,Argentina2012,0.831,"5,45,98,23,75,701",14203,Boomers
916,Argentina,2012,male,35-54 years,554.0,4841057.0,11.44,Argentina2012,0.831,"5,45,98,23,75,701",14203,Generation X
917,Argentina,2012,female,15-24 years,204.0,3380770.0,6.03,Argentina2012,0.831,"5,45,98,23,75,701",14203,Millenials
918,Argentina,2012,female,35-54 years,164.0,4993138.0,3.28,Argentina2012,0.831,"5,45,98,23,75,701",14203,Generation X
919,Argentina,2012,female,55-74 years,108.0,3328463.0,3.24,Argentina2012,0.831,"5,45,98,23,75,701",14203,Boomers
920,Argentina,2012,female,25-34 years,102.0,3228400.0,3.16,Argentina2012,0.831,"5,45,98,23,75,701",14203,Millenials
921,Argentina,2012,female,75+ years,33.0,1282726.0,2.57,Argentina2012,0.831,"5,45,98,23,75,701",14203,Silent
922,Argentina,2012,male,5-14 years,29.0,3615254.0,0.8,Argentina2012,0.831,"5,45,98,23,75,701",14203,Generation Z
923,Argentina,2012,female,5-14 years,17.0,3494571.0,0.49,Argentina2012,0.831,"5,45,98,23,75,701",14203,Generation Z
924,Argentina,2013,male,75+ years,168.0,699046.0,24.03,Argentina2013,0.833,"5,52,02,51,40,252",14206,Silent
925,Argentina,2013,male,15-24 years,696.0,3486661.0,19.96,Argentina2013,0.833,"5,52,02,51,40,252",14206,Millenials
926,Argentina,2013,male,25-34 years,499.0,3271373.0,15.25,Argentina2013,0.833,"5,52,02,51,40,252",14206,Millenials
927,Argentina,2013,male,55-74 years,398.0,2894129.0,13.75,Argentina2013,0.833,"5,52,02,51,40,252",14206,Boomers
928,Argentina,2013,male,35-54 years,604.0,4950850.0,12.2,Argentina2013,0.833,"5,52,02,51,40,252",14206,Generation X
929,Argentina,2013,female,15-24 years,167.0,3384642.0,4.93,Argentina2013,0.833,"5,52,02,51,40,252",14206,Millenials
930,Argentina,2013,female,25-34 years,102.0,3226464.0,3.16,Argentina2013,0.833,"5,52,02,51,40,252",14206,Millenials
931,Argentina,2013,female,35-54 years,157.0,5099167.0,3.08,Argentina2013,0.833,"5,52,02,51,40,252",14206,Generation X
932,Argentina,2013,female,55-74 years,102.0,3390673.0,3.01,Argentina2013,0.833,"5,52,02,51,40,252",14206,Boomers
933,Argentina,2013,female,75+ years,29.0,1303352.0,2.23,Argentina2013,0.833,"5,52,02,51,40,252",14206,Silent
934,Argentina,2013,female,5-14 years,32.0,3515742.0,0.91,Argentina2013,0.833,"5,52,02,51,40,252",14206,Generation Z
935,Argentina,2013,male,5-14 years,33.0,3637026.0,0.91,Argentina2013,0.833,"5,52,02,51,40,252",14206,Generation Z
936,Argentina,2014,male,75+ years,192.0,706897.0,27.16,Argentina2014,0.836,"5,26,31,96,73,732",13400,Silent
937,Argentina,2014,male,15-24 years,738.0,3492454.0,21.13,Argentina2014,0.836,"5,26,31,96,73,732",13400,Millenials
938,Argentina,2014,male,25-34 years,531.0,3276955.0,16.2,Argentina2014,0.836,"5,26,31,96,73,732",13400,Millenials
939,Argentina,2014,male,55-74 years,405.0,2951616.0,13.72,Argentina2014,0.836,"5,26,31,96,73,732",13400,Boomers
940,Argentina,2014,male,35-54 years,644.0,5060862.0,12.73,Argentina2014,0.836,"5,26,31,96,73,732",13400,Generation X
941,Argentina,2014,female,15-24 years,204.0,3388324.0,6.02,Argentina2014,0.836,"5,26,31,96,73,732",13400,Millenials
942,Argentina,2014,female,35-54 years,196.0,5203634.0,3.77,Argentina2014,0.836,"5,26,31,96,73,732",13400,Generation X
943,Argentina,2014,female,25-34 years,118.0,3227239.0,3.66,Argentina2014,0.836,"5,26,31,96,73,732",13400,Millenials
944,Argentina,2014,female,55-74 years,109.0,3454994.0,3.15,Argentina2014,0.836,"5,26,31,96,73,732",13400,Boomers
945,Argentina,2014,female,75+ years,25.0,1323654.0,1.89,Argentina2014,0.836,"5,26,31,96,73,732",13400,Silent
946,Argentina,2014,female,5-14 years,35.0,3533961.0,0.99,Argentina2014,0.836,"5,26,31,96,73,732",13400,Generation Z
947,Argentina,2014,male,5-14 years,34.0,3655965.0,0.93,Argentina2014,0.836,"5,26,31,96,73,732",13400,Generation Z
948,Argentina,2015,male,75+ years,245.0,712691.0,34.38,Argentina2015,,"5,94,74,92,85,413",14981,Silent
949,Argentina,2015,male,15-24 years,656.0,3500580.0,18.74,Argentina2015,,"5,94,74,92,85,413",14981,Millenials
950,Argentina,2015,male,55-74 years,431.0,3011963.0,14.31,Argentina2015,,"5,94,74,92,85,413",14981,Boomers
951,Argentina,2015,male,25-34 years,465.0,3289927.0,14.13,Argentina2015,,"5,94,74,92,85,413",14981,Millenials
952,Argentina,2015,male,35-54 years,633.0,5166179.0,12.25,Argentina2015,,"5,94,74,92,85,413",14981,Generation X
953,Argentina,2015,female,15-24 years,153.0,3394201.0,4.51,Argentina2015,,"5,94,74,92,85,413",14981,Millenials
954,Argentina,2015,female,55-74 years,125.0,3520779.0,3.55,Argentina2015,,"5,94,74,92,85,413",14981,Boomers
955,Argentina,2015,female,25-34 years,114.0,3235582.0,3.52,Argentina2015,,"5,94,74,92,85,413",14981,Millenials
956,Argentina,2015,female,35-54 years,166.0,5301368.0,3.13,Argentina2015,,"5,94,74,92,85,413",14981,Generation X
957,Argentina,2015,female,75+ years,27.0,1344980.0,2.01,Argentina2015,,"5,94,74,92,85,413",14981,Silent
958,Argentina,2015,male,5-14 years,39.0,3672155.0,1.06,Argentina2015,,"5,94,74,92,85,413",14981,Generation Z
959,Argentina,2015,female,5-14 years,19.0,3549219.0,0.54,Argentina2015,,"5,94,74,92,85,413",14981,Generation Z
960,Armenia,1990,male,35-54 years,25.0,332700.0,7.51,Armenia1990,0.632,"2,25,68,38,858",756,Silent
961,Armenia,1990,male,75+ years,2.0,26900.0,7.43,Armenia1990,0.632,"2,25,68,38,858",756,G.I. Generation
962,Armenia,1990,male,55-74 years,11.0,183800.0,5.98,Armenia1990,0.632,"2,25,68,38,858",756,G.I. Generation
963,Armenia,1990,male,25-34 years,16.0,307100.0,5.21,Armenia1990,0.632,"2,25,68,38,858",756,Boomers
964,Armenia,1990,female,35-54 years,15.0,358000.0,4.19,Armenia1990,0.632,"2,25,68,38,858",756,Silent
965,Armenia,1990,male,15-24 years,10.0,272500.0,3.67,Armenia1990,0.632,"2,25,68,38,858",756,Generation X
966,Armenia,1990,female,55-74 years,6.0,224100.0,2.68,Armenia1990,0.632,"2,25,68,38,858",756,G.I. Generation
967,Armenia,1990,female,75+ years,1.0,48900.0,2.04,Armenia1990,0.632,"2,25,68,38,858",756,G.I. Generation
968,Armenia,1990,female,25-34 years,4.0,320700.0,1.25,Armenia1990,0.632,"2,25,68,38,858",756,Boomers
969,Armenia,1990,female,15-24 years,3.0,258500.0,1.16,Armenia1990,0.632,"2,25,68,38,858",756,Generation X
970,Armenia,1990,female,5-14 years,0.0,316900.0,0.0,Armenia1990,0.632,"2,25,68,38,858",756,Generation X
971,Armenia,1990,male,5-14 years,0.0,333600.0,0.0,Armenia1990,0.632,"2,25,68,38,858",756,Generation X
972,Armenia,1991,male,75+ years,5.0,28800.0,17.36,Armenia1991,,"2,06,85,26,522",640,G.I. Generation
973,Armenia,1991,male,25-34 years,20.0,313800.0,6.37,Armenia1991,,"2,06,85,26,522",640,Boomers
974,Armenia,1991,female,55-74 years,11.0,247900.0,4.44,Armenia1991,,"2,06,85,26,522",640,Silent
975,Armenia,1991,male,55-74 years,9.0,203100.0,4.43,Armenia1991,,"2,06,85,26,522",640,Silent
976,Armenia,1991,male,35-54 years,14.0,348500.0,4.02,Armenia1991,,"2,06,85,26,522",640,Boomers
977,Armenia,1991,female,75+ years,2.0,52900.0,3.78,Armenia1991,,"2,06,85,26,522",640,G.I. Generation
978,Armenia,1991,female,35-54 years,9.0,396300.0,2.27,Armenia1991,,"2,06,85,26,522",640,Boomers
979,Armenia,1991,male,15-24 years,6.0,295300.0,2.03,Armenia1991,,"2,06,85,26,522",640,Generation X
980,Armenia,1991,female,25-34 years,4.0,342100.0,1.17,Armenia1991,,"2,06,85,26,522",640,Boomers
981,Armenia,1991,female,15-24 years,0.0,286400.0,0.0,Armenia1991,,"2,06,85,26,522",640,Generation X
982,Armenia,1991,female,5-14 years,0.0,349500.0,0.0,Armenia1991,,"2,06,85,26,522",640,Millenials
